Word,Tag,Response
Radiant ,"# Intense Happiness, Contentment, and Joy",
Rapturous ,"# Intense Happiness, Contentment, and Joy",
Self-aggrandized ,"# Intense Happiness, Contentment, and Joy",
Thrilled,"# Intense Happiness, Contentment, and Joy",
Contemplative ,# Soft Sadness,
Disappointed ,# Soft Sadness,
Disconnected ,# Soft Sadness,
Distracted ,# Soft Sadness,
Grounded ,# Soft Sadness,
Listless ,# Soft Sadness,
Low ,# Soft Sadness,
Steady ,# Soft Sadness,
Regretful ,# Soft Sadness,
Wistful,# Soft Sadness,
Dejected ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Discouraged ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Dispirited ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Down ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Downtrodden ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Drained ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Forlorn ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Gloomy ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Grieving ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Heavy-hearted ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Melancholy ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Mournful ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Sad ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Sorrowful ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Weepy ,"# Medium (or Mood-State) Sadness, Grief, and Depression",
World-weary,"# Medium (or Mood-State) Sadness, Grief, and Depression",
Anguished ,"# Intense Sadness, Grief, and Depression",
Bereaved ,"# Intense Sadness, Grief, and Depression",
Bleak ,"# Intense Sadness, Grief, and Depression",
Depressed ,"# Intense Sadness, Grief, and Depression",
Despairing ,"# Intense Sadness, Grief, and Depression",
Despondent ,"# Intense Sadness, Grief, and Depression",
Grief-stricken ,"# Intense Sadness, Grief, and Depression",
Heartbroken ,"# Intense Sadness, Grief, and Depression",
Hopeless ,"# Intense Sadness, Grief, and Depression",
Inconsolable ,"# Intense Sadness, Grief, and Depression",
Morose,"# Intense Sadness, Grief, and Depression",
Apathetic ,# Soft Depression and Suicidal Urges,
"Constantly Irritated, Angry, or Enraged",# Soft Depression and Suicidal Urges,
Depressed ,# Soft Depression and Suicidal Urges,
Discouraged ,# Soft Depression and Suicidal Urges,
Disinterested ,# Soft Depression and Suicidal Urges,
Dispirited ,# Soft Depression and Suicidal Urges,
Feeling Worthless ,# Soft Depression and Suicidal Urges,
Flat ,# Soft Depression and Suicidal Urges,
Helpless ,# Soft Depression and Suicidal Urges,
Humorless ,# Soft Depression and Suicidal Urges,
Impulsive ,# Soft Depression and Suicidal Urges,
Indifferent ,# Soft Depression and Suicidal Urges,
Isolated ,# Soft Depression and Suicidal Urges,
Lethargic ,# Soft Depression and Suicidal Urges,
Listless ,# Soft Depression and Suicidal Urges,
Melancholy ,# Soft Depression and Suicidal Urges,
Pessimistic ,# Soft Depression and Suicidal Urges,
Purposeless ,# Soft Depression and Suicidal Urges,
Withdrawn ,# Soft Depression and Suicidal Urges,
World-weary,# Soft Depression and Suicidal Urges,
Bereft ,# Medium (or Mood-State) Depression and Suicidal Urges,
Crushed ,# Medium (or Mood-State) Depression and Suicidal Urges,
Desolate ,# Medium (or Mood-State) Depression and Suicidal Urges,
Despairing ,# Medium (or Mood-State) Depression and Suicidal Urges,
Desperate ,# Medium (or Mood-State) Depression and Suicidal Urges,
Drained ,# Medium (or Mood-State) Depression and Suicidal Urges,
Empty ,# Medium (or Mood-State) Depression and Suicidal Urges,
Fatalistic ,# Medium (or Mood-State) Depression and Suicidal Urges,
Hopeless ,# Medium (or Mood-State) Depression and Suicidal Urges,
Joyless ,# Medium (or Mood-State) Depression and Suicidal Urges,
Miserable ,# Medium (or Mood-State) Depression and Suicidal Urges,
Morbid ,# Medium (or Mood-State) Depression and Suicidal Urges,
Overwhelmed ,# Medium (or Mood-State) Depression and Suicidal Urges,
Passionless ,# Medium (or Mood-State) Depression and Suicidal Urges,
Pleasureless ,# Medium (or Mood-State) Depression and Suicidal Urges,
Sullen,# Medium (or Mood-State) Depression and Suicidal Urges,
Agonized ,# Intense Suicidal Urges,
Anguished ,# Intense Suicidal Urges,
Bleak ,# Intense Suicidal Urges,
Death-seeking ,# Intense Suicidal Urges,
Devastated ,# Intense Suicidal Urges,
Doomed ,# Intense Suicidal Urges,
Gutted ,# Intense Suicidal Urges,
Nihilistic ,# Intense Suicidal Urges,
Numbed ,# Intense Suicidal Urges,
Reckless ,# Intense Suicidal Urges,
Self-destructive ,# Intense Suicidal Urges,
Suicidal ,# Intense Suicidal Urges,
Tormented ,# Intense Suicidal Urges,
Tortured,# Intense Suicidal Urges,
blissful,# Positive,
brave,# Positive,
careful,# Positive,
cautious,# Positive,
clever,# Positive,
concentrated,# Positive,
confident,# Positive,
curious,# Positive,
ecstatic,# Positive,
excited,# Positive,
fair,# Positive,
fantastic,# Positive,
friendly,# Positive,
glad,# Positive,
good,# Positive,
great,# Positive,
happy,# Positive,
honest,# Positive,
innocent,# Positive,
interested,# Positive,
joyful,# Positive,
mediative,# Positive,
nice,# Positive,
optimistic,# Positive,
pleasant,# Positive,
quiet,# Positive,
satisfied,# Positive,
sensible,# Positive,
serious,# Positive,
surprised,# Positive,
"to be in love,lovestruck",# Positive,
to be pleased,# Positive,
to be proud of,# Positive,
wonderful,# Positive,
aggressive,# Negative ,
agonized,# Negative ,
angry,# Negative ,
annoyed,# Negative ,
arrogant,# Negative ,
awful,# Negative ,
bad,# Negative ,
bored,# Negative ,
confused,# Negative ,
crazy,# Negative ,
disappointed,# Negative ,
disbelieving,# Negative ,
disgusted,# Negative ,
enraged,# Negative ,
exhausted,# Negative ,
frightened,# Negative ,
frustrated,# Negative ,
grieving,# Negative ,
guilty,# Negative ,
hangover,# Negative ,
helpless,# Negative ,
horrified,# Negative ,
hurt,# Negative ,
hysterical,# Negative ,
idiotic,# Negative ,
indifferent,# Negative ,
lonely,# Negative ,
lovesick,# Negative ,
mad,# Negative ,
mischievous,# Negative ,
miserable,# Negative ,
nasty,# Negative ,
nervous,# Negative ,
puzzled,# Negative ,
sad,# Negative ,
sheepish,# Negative ,
shocked,# Negative ,
silly,# Negative ,
smug,# Negative ,
sorry,# Negative ,
strange,# Negative ,
stupid,# Negative ,
suspicious,# Negative ,
terrible,# Negative ,
to be jealous of sb,# Negative ,
upset,# Negative ,
